master_observation_id,season,master_variable,source_module,source_file,source_variable,source_observation_id,transformation,verification_status
MST-2020-0546,2020/21,depreciation,FINANCIAL,arsenal_financials.csv,depreciation,FIN-FY2021-DEPREC-0105,None (Directly Reported in £m),Primary Audited
MST-2020-0547,2020/21,operating_profit_loss,FINANCIAL,arsenal_financials.csv,operating_profit_loss,FIN-FY2021-OPERAT-0106,None (Directly Reported in £m),Primary Audited
MST-2020-0548,2020/21,net_profit_loss,FINANCIAL,arsenal_financials.csv,net_profit_loss,FIN-FY2021-NET_PR-0107,None (Directly Reported in £m),Primary Audited
MST-2020-0549,2020/21,cash,FINANCIAL,arsenal_financials.csv,cash,FIN-FY2021-CASH-0108,None (Directly Reported in £m),Primary Audited
MST-2020-0550,2020/21,gross_debt,FINANCIAL,arsenal_financials.csv,gross_debt,FIN-FY2021-GROSS_-0109,None (Directly Reported in £m),Primary Audited
MST-2020-0551,2020/21,net_debt,FINANCIAL,arsenal_financials.csv,net_debt,FIN-FY2021-NET_DE-0110,gross_debt - cash,Primary Audited
MST-2020-0552,2020/21,net_finance_costs,FINANCIAL,arsenal_financials.csv,net_finance_costs,FIN-FY2021-NET_FI-0111,None (Directly Reported in £m),Primary Audited
MST-2020-0553,2020/21,profit_on_player_disposals,FINANCIAL,arsenal_financials.csv,profit_on_player_disposals,FIN-FY2021-PROFIT-0112,None (Directly Reported in £m),Primary Audited
MST-2020-0554,2020/21,player_registration_additions,FINANCIAL,arsenal_financials.csv,player_registration_additions,FIN-FY2021-PLAYER-0113,None (Directly Reported in £m),Primary Audited
MST-2020-0555,2020/21,player_registration_nbv,FINANCIAL,arsenal_financials.csv,player_registration_nbv,FIN-FY2021-PLAYER-0114,None (Directly Reported in £m),Primary Audited
MST-2020-0556,2020/21,revenue_growth_pct,FINANCIAL,arsenal_financials.csv,revenue_growth_pct,DER-FY2021-REVENU-0241,((football_turnover_t - football_turnover_{t-1}) / football_turnover_{t-1}) * 100,Derived Analytical
MST-2020-0557,2020/21,commercial_share_pct,FINANCIAL,arsenal_financials.csv,commercial_share_pct,DER-FY2021-COMMER-0242,(commercial_revenue / football_turnover) * 100,Derived Analytical
MST-2020-0558,2020/21,broadcast_share_pct,FINANCIAL,arsenal_financials.csv,broadcast_share_pct,DER-FY2021-BROADC-0243,(broadcast_revenue / football_turnover) * 100,Derived Analytical
MST-2020-0559,2020/21,matchday_share_pct,FINANCIAL,arsenal_financials.csv,matchday_share_pct,DER-FY2021-MATCHD-0244,(matchday_revenue / football_turnover) * 100,Derived Analytical
MST-2020-0560,2020/21,wage_to_revenue_pct,FINANCIAL,arsenal_financials.csv,wage_to_revenue_pct,DER-FY2021-WAGE_T-0245,(staff_costs / football_turnover) * 100,Derived Analytical
MST-2020-0561,2020/21,operating_margin_pct,FINANCIAL,arsenal_financials.csv,operating_margin_pct,DER-FY2021-OPERAT-0246,(operating_profit_loss / football_turnover) * 100,Derived Analytical
MST-2020-0562,2020/21,net_margin_pct,FINANCIAL,arsenal_financials.csv,net_margin_pct,DER-FY2021-NET_MA-0247,(net_profit_loss / football_turnover) * 100,Derived Analytical
MST-2020-0563,2020/21,net_debt_to_revenue_pct,FINANCIAL,arsenal_financials.csv,net_debt_to_revenue_pct,DER-FY2021-NET_DE-0248,(net_debt / football_turnover) * 100,Derived Analytical
MST-2020-0564,2020/21,net_finance_cost_to_revenue_pct,FINANCIAL,arsenal_financials.csv,net_finance_cost_to_revenue_pct,DER-FY2021-NET_FI-0249,(net_finance_costs / football_turnover) * 100,Derived Analytical
MST-2020-0565,2020/21,amortisation_to_revenue_pct,FINANCIAL,arsenal_financials.csv,amortisation_to_revenue_pct,DER-FY2021-AMORTI-0250,(player_amortisation / football_turnover) * 100,Derived Analytical
MST-2020-0566,2020/21,permanent_gross_transfer_spend,TRANSFER,arsenal_transfers.csv,permanent_gross_transfer_spend,TRX-202021-IN-027; TRX-202021-IN-028; TRX-202021-IN-029; TRX-202021-IN-030; TRX-202021-IN-032; TRX-202021-IN-033,sum(fee_gbp) for permanent incoming transfers,Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0567,2020/21,loan_fee_spend,TRANSFER,arsenal_transfers.csv,loan_fee_spend,TRX-202021-IN-031; TRX-202021-IN-034; TRX-202021-IN-035,sum(fee_gbp) for loan incoming transfers,Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0568,2020/21,total_transfer_consideration,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,total_transfer_consideration,TRX-DER-2020-TOTAL_CONSID,permanent_gross_transfer_spend + loan_fee_spend,Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0569,2020/21,permanent_transfer_income,TRANSFER,arsenal_transfers.csv,permanent_transfer_income,TRX-202021-OUT-038; TRX-202021-OUT-039; TRX-202021-OUT-041; TRX-202021-OUT-042; TRX-202021-OUT-043,sum(fee_gbp) for permanent outgoing transfers,Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0570,2020/21,loan_income,TRANSFER,arsenal_transfers.csv,loan_income,TRX-202021-OUT-040,sum(fee_gbp) for loan outgoing transfers,Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0571,2020/21,total_transfer_income,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,total_transfer_income,TRX-DER-2020-TOTAL_INCOME,permanent_transfer_income + loan_income,Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0572,2020/21,permanent_net_transfer_spend,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,permanent_net_transfer_spend,TRX-DER-2020-PERM_NET,permanent_gross_transfer_spend - permanent_transfer_income,Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0573,2020/21,total_net_transfer_consideration,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,total_net_transfer_consideration,TRX-DER-2020-TOTAL_NET,total_transfer_consideration - total_transfer_income,Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0574,2020/21,primary_transfer_spend_to_revenue_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,primary_transfer_spend_to_revenue_pct,TRX-DER-2020-PRIM_SPEND_REV,(permanent_gross_transfer_spend / football_turnover) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0575,2020/21,total_spend_to_revenue_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,total_spend_to_revenue_pct,TRX-DER-2020-TOT_SPEND_REV,(total_transfer_consideration / football_turnover) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0576,2020/21,permanent_net_spend_to_revenue_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,permanent_net_spend_to_revenue_pct,TRX-DER-2020-PERM_NET_REV,(permanent_net_transfer_spend / football_turnover) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0577,2020/21,total_net_spend_to_revenue_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,total_net_spend_to_revenue_pct,TRX-DER-2020-TOT_NET_REV,(total_net_transfer_consideration / football_turnover) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0578,2020/21,upper_bound_permanent_spend,TRANSFER,arsenal_transfers.csv,upper_bound_permanent_spend,TRX-202021-IN-027; TRX-202021-IN-028; TRX-202021-IN-029; TRX-202021-IN-030; TRX-202021-IN-032; TRX-202021-IN-033,sum(fee_gbp + add_on_fee) for permanent incoming,Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0579,2020/21,upper_bound_total_consideration,TRANSFER,arsenal_transfers.csv,upper_bound_total_consideration,TRX-202021-IN-027; TRX-202021-IN-028; TRX-202021-IN-029; TRX-202021-IN-030; TRX-202021-IN-031; TRX-202021-IN-032; TRX-202021-IN-033; TRX-202021-IN-034; TRX-202021-IN-035,sum(fee_gbp + add_on_fee) for all incoming,Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0580,2020/21,spend_add_on_differential,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,spend_add_on_differential,TRX-DER-2020-SPEND_DIFF,upper_bound_permanent_spend - permanent_gross_transfer_spend,Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0581,2020/21,spend_sensitivity_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,spend_sensitivity_pct,TRX-DER-2020-SPEND_SENS_PCT,(spend_add_on_differential / permanent_gross_transfer_spend) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0582,2020/21,transaction_count,TRANSFER,arsenal_transfers.csv,transaction_count,TRX-202021-IN-027; TRX-202021-IN-028; TRX-202021-IN-029; TRX-202021-IN-030; TRX-202021-IN-031; TRX-202021-IN-032; TRX-202021-IN-033; TRX-202021-IN-034; TRX-202021-IN-035; TRX-202021-OUT-038; TRX-202021-OUT-039; TRX-202021-OUT-040; TRX-202021-OUT-041; TRX-202021-OUT-042; TRX-202021-OUT-043,count of all transactions in season,Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0583,2020/21,incoming_count,TRANSFER,arsenal_transfers.csv,incoming_count,TRX-202021-IN-027; TRX-202021-IN-028; TRX-202021-IN-029; TRX-202021-IN-030; TRX-202021-IN-031; TRX-202021-IN-032; TRX-202021-IN-033; TRX-202021-IN-034; TRX-202021-IN-035,count of incoming transactions in season,Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0584,2020/21,outgoing_count,TRANSFER,arsenal_transfers.csv,outgoing_count,TRX-202021-OUT-038; TRX-202021-OUT-039; TRX-202021-OUT-040; TRX-202021-OUT-041; TRX-202021-OUT-042; TRX-202021-OUT-043,count of outgoing transactions in season,Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0585,2020/21,permanent_count,TRANSFER,arsenal_transfers.csv,permanent_count,TRX-202021-IN-027; TRX-202021-IN-028; TRX-202021-IN-029; TRX-202021-IN-030; TRX-202021-IN-032; TRX-202021-IN-033; TRX-202021-OUT-038; TRX-202021-OUT-039; TRX-202021-OUT-041; TRX-202021-OUT-042; TRX-202021-OUT-043,count of permanent transactions in season,Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0586,2020/21,loan_count,TRANSFER,arsenal_transfers.csv,loan_count,TRX-202021-IN-031; TRX-202021-IN-034; TRX-202021-IN-035; TRX-202021-OUT-040,count of temporary loan arrangements in season,Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0587,2020/21,exact_fee_count,TRANSFER,arsenal_transfers.csv,exact_fee_count,TRX-202021-IN-033,count where fee_value_status == 'EXACT',Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0588,2020/21,estimated_fee_count,TRANSFER,arsenal_transfers.csv,estimated_fee_count,TRX-202021-IN-027; TRX-202021-IN-030; TRX-202021-IN-032; TRX-202021-OUT-039,"count where fee_value_status in {'ESTIMATED', 'BASE_PLUS_ADDONS'}",Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0589,2020/21,undisclosed_fee_count,TRANSFER,arsenal_transfers.csv,undisclosed_fee_count,TRX-202021-IN-027; TRX-202021-IN-030; TRX-202021-IN-031; TRX-202021-IN-032; TRX-202021-IN-035; TRX-202021-OUT-039; TRX-202021-OUT-040,count where fee_disclosure_status == 'UNDISCLOSED',Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0590,2020/21,zero_free_count,TRANSFER,arsenal_transfers.csv,zero_free_count,TRX-202021-IN-028; TRX-202021-IN-029; TRX-202021-OUT-038; TRX-202021-OUT-041; TRX-202021-OUT-042; TRX-202021-OUT-043,count where fee_value_status == 'ZERO',Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0591,2020/21,loan_fee_count,TRANSFER,arsenal_transfers.csv,loan_fee_count,TRX-202021-IN-031; TRX-202021-IN-034; TRX-202021-IN-035; TRX-202021-OUT-040,count where fee_value_status == 'LOAN_FEE',Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0592,2020/21,transaction_coverage_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,transaction_coverage_pct,TRX-DER-2020-TRX_COV_PCT,(verified_transactions / identified_total) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0593,2020/21,numerical_fee_coverage_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,numerical_fee_coverage_pct,TRX-DER-2020-NUM_COV_PCT,(numerical_fees / non_free_transactions) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0594,2020/21,exact_fee_coverage_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,exact_fee_coverage_pct,TRX-DER-2020-EXACT_COV_PCT,(exact_fee_count / transaction_count) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0595,2020/21,primary_fee_coverage_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,primary_fee_coverage_pct,TRX-DER-2020-PRIM_COV_PCT,((exact_fee_count + zero_free_count) / transaction_count) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0596,2020/21,estimated_value_share_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,estimated_value_share_pct,TRX-DER-2020-EST_VAL_SHARE,(estimated_consideration / total_season_consideration) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0597,2020/21,classification,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,classification,TRX-DER-2020-CLASS,Structural classification: all 10 seasons verified as CORE,Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0598,2020/21,notes,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,notes,TRX-DER-2020-NOTES,Structured seasonal transfer audit summary string,Reconciled Transaction Ledger & Primary Disclosures
MST-2020-0599,2020/21,league_position,SPORTING,arsenal_sporting.csv,league_position,SPT-PROV-2020-221,Direct Ranking from Official Table,Primary Regulatory Record
MST-2020-0600,2020/21,points,SPORTING,arsenal_sporting.csv,points,SPT-PROV-2020-222,None (Directly Reported),Primary Regulatory Record
MST-2020-0601,2020/21,matches_played,SPORTING,arsenal_sporting.csv,matches_played,SPT-PROV-2020-223,None (Directly Reported),Primary Regulatory Record
MST-2020-0602,2020/21,wins,SPORTING,arsenal_sporting.csv,wins,SPT-PROV-2020-224,None (Directly Reported),Primary Regulatory Record
MST-2020-0603,2020/21,draws,SPORTING,arsenal_sporting.csv,draws,SPT-PROV-2020-225,None (Directly Reported),Primary Regulatory Record
MST-2020-0604,2020/21,losses,SPORTING,arsenal_sporting.csv,losses,SPT-PROV-2020-226,None (Directly Reported),Primary Regulatory Record
MST-2020-0605,2020/21,goals_for,SPORTING,arsenal_sporting.csv,goals_for,SPT-PROV-2020-227,None (Directly Reported),Primary Regulatory Record
MST-2020-0606,2020/21,goals_against,SPORTING,arsenal_sporting.csv,goals_against,SPT-PROV-2020-228,None (Directly Reported),Primary Regulatory Record
MST-2020-0607,2020/21,goal_difference,SPORTING,arsenal_sporting.csv,goal_difference,SPT-PROV-2020-229,goals_for - goals_against,Derived from Primary Inputs
MST-2020-0608,2020/21,ppg,SPORTING,arsenal_sporting.csv,ppg,SPT-PROV-2020-230,points / matches_played,Derived from Primary Inputs
MST-2020-0609,2020/21,fa_cup_stage,SPORTING,arsenal_sporting.csv,fa_cup_stage,SPT-PROV-2020-231,Direct Tournament Round Record,Primary Regulatory Record
MST-2020-0610,2020/21,fa_cup_matches,SPORTING,arsenal_sporting.csv,fa_cup_matches,SPT-PROV-2020-232,Direct Match Count,Primary Regulatory Record
MST-2020-0611,2020/21,fa_cup_wins,SPORTING,arsenal_sporting.csv,fa_cup_wins,SPT-PROV-2020-233,Direct Match Count,Primary Regulatory Record
MST-2020-0612,2020/21,fa_cup_draws,SPORTING,arsenal_sporting.csv,fa_cup_draws,SPT-PROV-2020-234,Direct Match Count,Primary Regulatory Record
MST-2020-0613,2020/21,fa_cup_losses,SPORTING,arsenal_sporting.csv,fa_cup_losses,SPT-PROV-2020-235,Direct Match Count,Primary Regulatory Record
MST-2020-0614,2020/21,fa_cup_goals_for,SPORTING,arsenal_sporting.csv,fa_cup_goals_for,SPT-PROV-2020-236,Direct Goal Sum,Primary Regulatory Record
MST-2020-0615,2020/21,fa_cup_goals_against,SPORTING,arsenal_sporting.csv,fa_cup_goals_against,SPT-PROV-2020-237,Direct Goal Sum,Primary Regulatory Record
MST-2020-0616,2020/21,fa_cup_trophy,SPORTING,arsenal_sporting.csv,fa_cup_trophy,SPT-PROV-2020-238,Direct Tournament Victory Record,Primary Regulatory Record
MST-2020-0617,2020/21,league_cup_stage,SPORTING,arsenal_sporting.csv,league_cup_stage,SPT-PROV-2020-239,Direct Tournament Round Record,Primary Regulatory Record
MST-2020-0618,2020/21,league_cup_matches,SPORTING,arsenal_sporting.csv,league_cup_matches,SPT-PROV-2020-240,Direct Match Count,Primary Regulatory Record
MST-2020-0619,2020/21,league_cup_wins,SPORTING,arsenal_sporting.csv,league_cup_wins,SPT-PROV-2020-241,Direct Match Count,Primary Regulatory Record
MST-2020-0620,2020/21,league_cup_draws,SPORTING,arsenal_sporting.csv,league_cup_draws,SPT-PROV-2020-242,Direct Match Count,Primary Regulatory Record
MST-2020-0621,2020/21,league_cup_losses,SPORTING,arsenal_sporting.csv,league_cup_losses,SPT-PROV-2020-243,Direct Match Count,Primary Regulatory Record
MST-2020-0622,2020/21,league_cup_goals_for,SPORTING,arsenal_sporting.csv,league_cup_goals_for,SPT-PROV-2020-244,Direct Goal Sum,Primary Regulatory Record
MST-2020-0623,2020/21,league_cup_goals_against,SPORTING,arsenal_sporting.csv,league_cup_goals_against,SPT-PROV-2020-245,Direct Goal Sum,Primary Regulatory Record
MST-2020-0624,2020/21,league_cup_trophy,SPORTING,arsenal_sporting.csv,league_cup_trophy,SPT-PROV-2020-246,Direct Tournament Victory Record,Primary Regulatory Record
MST-2020-0625,2020/21,europe_competition,SPORTING,arsenal_sporting.csv,europe_competition,SPT-PROV-2020-247,Direct UEFA Participation Record,Primary Regulatory Record
MST-2020-0626,2020/21,europe_stage,SPORTING,arsenal_sporting.csv,europe_stage,SPT-PROV-2020-248,Direct UEFA Round Record,Primary Regulatory Record
MST-2020-0627,2020/21,europe_matches,SPORTING,arsenal_sporting.csv,europe_matches,SPT-PROV-2020-249,Direct Match Count,Primary Regulatory Record
MST-2020-0628,2020/21,europe_wins,SPORTING,arsenal_sporting.csv,europe_wins,SPT-PROV-2020-250,Direct Match Count,Primary Regulatory Record
MST-2020-0629,2020/21,europe_draws,SPORTING,arsenal_sporting.csv,europe_draws,SPT-PROV-2020-251,Direct Match Count,Primary Regulatory Record
MST-2020-0630,2020/21,europe_losses,SPORTING,arsenal_sporting.csv,europe_losses,SPT-PROV-2020-252,Direct Match Count,Primary Regulatory Record
MST-2020-0631,2020/21,europe_goals_for,SPORTING,arsenal_sporting.csv,europe_goals_for,SPT-PROV-2020-253,Direct Goal Sum,Primary Regulatory Record
MST-2020-0632,2020/21,europe_goals_against,SPORTING,arsenal_sporting.csv,europe_goals_against,SPT-PROV-2020-254,Direct Goal Sum,Primary Regulatory Record
MST-2020-0633,2020/21,europe_trophy,SPORTING,arsenal_sporting.csv,europe_trophy,SPT-PROV-2020-255,Direct Tournament Victory Record,Primary Regulatory Record
MST-2020-0634,2020/21,xg,SPORTING,arsenal_sporting.csv,xg,SPT-PROV-2020-256,Direct Model Sum (Understat),Third-Party Analytics Model
MST-2020-0635,2020/21,xga,SPORTING,arsenal_sporting.csv,xga,SPT-PROV-2020-257,Direct Model Sum (Understat),Third-Party Analytics Model
MST-2020-0636,2020/21,xgd,SPORTING,arsenal_sporting.csv,xgd,SPT-PROV-2020-258,xg - xga,Derived from Third-Party Inputs
MST-2020-0637,2020/21,xpts,SPORTING,arsenal_sporting.csv,xpts,SPT-PROV-2020-259,Understat/model-derived metric,Third-Party Analytics Model
MST-2020-0638,2020/21,ppda,SPORTING,arsenal_sporting.csv,ppda,SPT-PROV-2020-260,Direct Model: sum(att) / sum(def),Third-Party Analytics Model
MST-2020-0639,2020/21,possession_pct,SPORTING,arsenal_sporting.csv,possession_pct,SPT-PROV-2020-261,Arithmetic mean: raw_possession / 38,Derived from Primary Inputs
MST-2020-0640,2020/21,shots,SPORTING,arsenal_sporting.csv,shots,SPT-PROV-2020-262,Direct: total_scoring_att,Primary Regulatory Record
MST-2020-0641,2020/21,shots_on_target,SPORTING,arsenal_sporting.csv,shots_on_target,SPT-PROV-2020-263,Direct: ontarget_scoring_att,Primary Regulatory Record
MST-2020-0642,2020/21,covid_disruption_flag,SPORTING,arsenal_sporting.csv,covid_disruption_flag,SPT-PROV-2020-264,Direct: Calendar Shock,Primary Regulatory Record
MST-2021-0643,2021/22,financial_year,FINANCIAL,arsenal_financials.csv,financial_year,FIN-FY2022-FOOTBA-0115,Direct Calendar Alignment (31 May),Audited Statutory Accounts (Companies House)
MST-2021-0644,2021/22,football_turnover,FINANCIAL,arsenal_financials.csv,football_turnover,FIN-FY2022-FOOTBA-0115,None (Directly Reported in £m),Primary Audited
MST-2021-0645,2021/22,total_turnover,FINANCIAL,arsenal_financials.csv,total_turnover,FIN-FY2022-TOTAL_-0116,None (Directly Reported in £m),Primary Audited
MST-2021-0646,2021/22,broadcast_revenue,FINANCIAL,arsenal_financials.csv,broadcast_revenue,FIN-FY2022-BROADC-0117,None (Directly Reported in £m),Primary Audited
MST-2021-0647,2021/22,commercial_revenue,FINANCIAL,arsenal_financials.csv,commercial_revenue,FIN-FY2022-COMMER-0118,None (Directly Reported in £m),Primary Audited
MST-2021-0648,2021/22,matchday_revenue,FINANCIAL,arsenal_financials.csv,matchday_revenue,FIN-FY2022-MATCHD-0119,None (Directly Reported in £m),Primary Audited
MST-2021-0649,2021/22,staff_costs,FINANCIAL,arsenal_financials.csv,staff_costs,FIN-FY2022-STAFF_-0120,None (Directly Reported in £m),Primary Audited
MST-2021-0650,2021/22,operating_expenses,FINANCIAL,arsenal_financials.csv,operating_expenses,FIN-FY2022-OPERAT-0121,None (Directly Reported in £m),Primary Audited
MST-2021-0651,2021/22,player_amortisation,FINANCIAL,arsenal_financials.csv,player_amortisation,FIN-FY2022-PLAYER-0122,None (Directly Reported in £m),Primary Audited
MST-2021-0652,2021/22,player_impairment,FINANCIAL,arsenal_financials.csv,player_impairment,FIN-FY2022-PLAYER-0123,None (Directly Reported in £m),Primary Audited
MST-2021-0653,2021/22,depreciation,FINANCIAL,arsenal_financials.csv,depreciation,FIN-FY2022-DEPREC-0124,None (Directly Reported in £m),Primary Audited
MST-2021-0654,2021/22,operating_profit_loss,FINANCIAL,arsenal_financials.csv,operating_profit_loss,FIN-FY2022-OPERAT-0125,None (Directly Reported in £m),Primary Audited
MST-2021-0655,2021/22,net_profit_loss,FINANCIAL,arsenal_financials.csv,net_profit_loss,FIN-FY2022-NET_PR-0126,None (Directly Reported in £m),Primary Audited
MST-2021-0656,2021/22,cash,FINANCIAL,arsenal_financials.csv,cash,FIN-FY2022-CASH-0127,None (Directly Reported in £m),Primary Audited
MST-2021-0657,2021/22,gross_debt,FINANCIAL,arsenal_financials.csv,gross_debt,FIN-FY2022-GROSS_-0128,None (Directly Reported in £m),Primary Audited
MST-2021-0658,2021/22,net_debt,FINANCIAL,arsenal_financials.csv,net_debt,FIN-FY2022-NET_DE-0129,gross_debt - cash,Primary Audited
MST-2021-0659,2021/22,net_finance_costs,FINANCIAL,arsenal_financials.csv,net_finance_costs,FIN-FY2022-NET_FI-0130,None (Directly Reported in £m),Primary Audited
MST-2021-0660,2021/22,profit_on_player_disposals,FINANCIAL,arsenal_financials.csv,profit_on_player_disposals,FIN-FY2022-PROFIT-0131,None (Directly Reported in £m),Primary Audited
MST-2021-0661,2021/22,player_registration_additions,FINANCIAL,arsenal_financials.csv,player_registration_additions,FIN-FY2022-PLAYER-0132,None (Directly Reported in £m),Primary Audited
MST-2021-0662,2021/22,player_registration_nbv,FINANCIAL,arsenal_financials.csv,player_registration_nbv,FIN-FY2022-PLAYER-0133,None (Directly Reported in £m),Primary Audited
MST-2021-0663,2021/22,revenue_growth_pct,FINANCIAL,arsenal_financials.csv,revenue_growth_pct,DER-FY2022-REVENU-0251,((football_turnover_t - football_turnover_{t-1}) / football_turnover_{t-1}) * 100,Derived Analytical
MST-2021-0664,2021/22,commercial_share_pct,FINANCIAL,arsenal_financials.csv,commercial_share_pct,DER-FY2022-COMMER-0252,(commercial_revenue / football_turnover) * 100,Derived Analytical
MST-2021-0665,2021/22,broadcast_share_pct,FINANCIAL,arsenal_financials.csv,broadcast_share_pct,DER-FY2022-BROADC-0253,(broadcast_revenue / football_turnover) * 100,Derived Analytical
MST-2021-0666,2021/22,matchday_share_pct,FINANCIAL,arsenal_financials.csv,matchday_share_pct,DER-FY2022-MATCHD-0254,(matchday_revenue / football_turnover) * 100,Derived Analytical
MST-2021-0667,2021/22,wage_to_revenue_pct,FINANCIAL,arsenal_financials.csv,wage_to_revenue_pct,DER-FY2022-WAGE_T-0255,(staff_costs / football_turnover) * 100,Derived Analytical
MST-2021-0668,2021/22,operating_margin_pct,FINANCIAL,arsenal_financials.csv,operating_margin_pct,DER-FY2022-OPERAT-0256,(operating_profit_loss / football_turnover) * 100,Derived Analytical
MST-2021-0669,2021/22,net_margin_pct,FINANCIAL,arsenal_financials.csv,net_margin_pct,DER-FY2022-NET_MA-0257,(net_profit_loss / football_turnover) * 100,Derived Analytical
MST-2021-0670,2021/22,net_debt_to_revenue_pct,FINANCIAL,arsenal_financials.csv,net_debt_to_revenue_pct,DER-FY2022-NET_DE-0258,(net_debt / football_turnover) * 100,Derived Analytical
MST-2021-0671,2021/22,net_finance_cost_to_revenue_pct,FINANCIAL,arsenal_financials.csv,net_finance_cost_to_revenue_pct,DER-FY2022-NET_FI-0259,(net_finance_costs / football_turnover) * 100,Derived Analytical
MST-2021-0672,2021/22,amortisation_to_revenue_pct,FINANCIAL,arsenal_financials.csv,amortisation_to_revenue_pct,DER-FY2022-AMORTI-0260,(player_amortisation / football_turnover) * 100,Derived Analytical
MST-2021-0673,2021/22,permanent_gross_transfer_spend,TRANSFER,arsenal_transfers.csv,permanent_gross_transfer_spend,TRX-202122-IN-036; TRX-202122-IN-037; TRX-202122-IN-038; TRX-202122-IN-039; TRX-202122-IN-040; TRX-202122-IN-041; TRX-202122-IN-042,sum(fee_gbp) for permanent incoming transfers,Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0674,2021/22,loan_fee_spend,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,loan_fee_spend,TRX-DER-2021-LOAN_SPEND,sum(fee_gbp) for loan incoming transfers,Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0675,2021/22,total_transfer_consideration,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,total_transfer_consideration,TRX-DER-2021-TOTAL_CONSID,permanent_gross_transfer_spend + loan_fee_spend,Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0676,2021/22,permanent_transfer_income,TRANSFER,arsenal_transfers.csv,permanent_transfer_income,TRX-202122-OUT-044; TRX-202122-OUT-045; TRX-202122-OUT-046; TRX-202122-OUT-047; TRX-202122-OUT-048,sum(fee_gbp) for permanent outgoing transfers,Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0677,2021/22,loan_income,TRANSFER,arsenal_transfers.csv,loan_income,TRX-202122-OUT-049,sum(fee_gbp) for loan outgoing transfers,Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0678,2021/22,total_transfer_income,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,total_transfer_income,TRX-DER-2021-TOTAL_INCOME,permanent_transfer_income + loan_income,Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0679,2021/22,permanent_net_transfer_spend,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,permanent_net_transfer_spend,TRX-DER-2021-PERM_NET,permanent_gross_transfer_spend - permanent_transfer_income,Reconciled Transaction Ledger & Primary Disclosures
