observation_id,season,financial_year,variable,final_value,raw_value,unit,source_entity,document_title,document_date,page,table_or_note,source_url,transformation,definition,comparability_status,verification_status,notes
FIN-FY2021-OPERAT-0106,2020/21,FY2021,operating_profit_loss,-130.40,-130.40,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2021,2022-03-11,p. 17,Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Statutory operating result after player amortisation and impairments but before finance costs and tax,Qualified (COVID Timing),Primary Audited,Audited primary statutory figure.
FIN-FY2021-NET_PR-0107,2020/21,FY2021,net_profit_loss,-107.30,-107.30,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2021,2022-03-11,p. 17,Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Retained profit or loss for the financial reporting year after net finance costs and taxation,Qualified (COVID Timing),Primary Audited,CRITICAL COVID IMPACT: Entire season played behind closed doors; matchday revenue fell to £3.8m. Broadcast revenue inflated by £34m deferred from FY2020. Net finance costs include £32.2m exceptional premium/cost on July 2020 stadium bond redemption.
FIN-FY2021-CASH-0108,2020/21,FY2021,cash,18.80,18.80,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2021,2022-03-11,p. 19,Consolidated Balance Sheet,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Cash held at bank and short-term deposits at reporting year end under IAS 7,Qualified (COVID Timing),Primary Audited,Audited primary statutory figure.
FIN-FY2021-GROSS_-0109,2020/21,FY2021,gross_debt,218.40,218.40,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2021,2022-03-11,"p. 30, Note 17",Note 17 (Borrowings),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Total current and non-current financial borrowings (stadium bonds to 2020; KSE loan thereafter),Qualified (COVID Timing),Primary Audited,Audited primary statutory figure.
FIN-FY2021-NET_DE-0110,2020/21,FY2021,net_debt,199.60,199.60,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2021,2022-03-11,"p. 19 & p. 30, Note 17",Balance Sheet & Note 17,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,gross_debt - cash,Gross borrowings less cash and cash equivalents at reporting date (disclosed in Note 17 / Balance Sheet),Qualified (COVID Timing),Primary Audited,Audited primary statutory figure.
FIN-FY2021-NET_FI-0111,2020/21,FY2021,net_finance_costs,39.80,39.80,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2021,2022-03-11,p. 17,Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Net finance expenses payable including bond interest, loan interest, bank charges less interest received under IFRS 9 / IAS 23",Qualified (COVID Timing),Primary Audited,CRITICAL COVID IMPACT: Entire season played behind closed doors; matchday revenue fell to £3.8m. Broadcast revenue inflated by £34m deferred from FY2020. Net finance costs include £32.2m exceptional premium/cost on July 2020 stadium bond redemption.
FIN-FY2021-PROFIT-0112,2020/21,FY2021,profit_on_player_disposals,11.80,11.80,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2021,2022-03-11,p. 17,Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Net accounting profit on disposal/derecognition of intangible player registrations under IAS 38 (consideration less unamortised net book value). Distinct from net market transfer spending.,Qualified (COVID Timing),Primary Audited,Audited primary statutory figure.
FIN-FY2021-PLAYER-0113,2020/21,FY2021,player_registration_additions,73.40,73.40,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2021,2022-03-11,"p. 27, Note 10",Note 10 (Intangible Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Capitalized additions to intangible player registrations under IAS 38 (includes transfer fees, agent fees, signing bonuses). Distinct from headline market transfer fees.",Qualified (COVID Timing),Primary Audited,Audited primary statutory figure.
FIN-FY2021-PLAYER-0114,2020/21,FY2021,player_registration_nbv,231.80,231.80,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2021,2022-03-11,"p. 27, Note 10",Note 10 (Intangible Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzMzMjQ0NzAzOGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Carrying balance sheet value of intangible player registrations at reporting date under IAS 38,Qualified (COVID Timing),Primary Audited,Audited primary statutory figure.
FIN-FY2022-FOOTBA-0115,2021/22,FY2022,football_turnover,369.10,369.10,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2022,2023-02-20,"p. 20, Note 1",Note 1 (Turnover),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzM2OTcwMjYwNWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Turnover generated strictly from football activities excluding property development,High,Primary Audited,Total turnover includes £2.80m property/ancillary development income; football turnover is £369.10m.
FIN-FY2022-TOTAL_-0116,2021/22,FY2022,total_turnover,371.90,371.90,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2022,2023-02-20,"p. 20, Note 1",Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzM2OTcwMjYwNWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Consolidated Group revenue including football operations and legacy property development,High,Primary Audited,Total turnover includes £2.80m property/ancillary development income; football turnover is £369.10m.
FIN-FY2022-BROADC-0117,2021/22,FY2022,broadcast_revenue,146.00,146.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2022,2023-02-20,"p. 20, Note 1",Note 1 (Turnover),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzM2OTcwMjYwNWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Distributions from Premier League domestic/overseas TV contracts and UEFA competition rights,High,Primary Audited,Audited primary statutory figure.
FIN-FY2022-COMMER-0118,2021/22,FY2022,commercial_revenue,141.70,141.70,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2022,2023-02-20,"p. 20, Note 1",Note 1 (Turnover),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzM2OTcwMjYwNWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Revenue from sponsorships, partnerships, merchandising, retail, licensing and stadium tours",High,Primary Audited,Audited primary statutory figure.
FIN-FY2022-MATCHD-0119,2021/22,FY2022,matchday_revenue,79.40,79.40,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2022,2023-02-20,"p. 20, Note 1",Note 1 (Turnover),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzM2OTcwMjYwNWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Ticket sales, gate receipts, club level hospitality and matchday cup receipts",High,Primary Audited,Audited primary statutory figure.
FIN-FY2022-STAFF_-0120,2021/22,FY2022,staff_costs,212.30,212.30,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2022,2023-02-20,"p. 21, Note 3",Note 3 (Employees and Directors),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzM2OTcwMjYwNWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Total group employment expenditure across all playing, coaching, administrative, executive, and operational staff under IAS 19. Does not isolate first-team player wages.",High,Primary Audited,Audited primary statutory figure.
FIN-FY2022-OPERAT-0121,2021/22,FY2022,operating_expenses,67.40,67.40,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2022,2023-02-20,"p. 20, Note 2",Note 2 (Operating Expenses),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzM2OTcwMjYwNWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Other operating charges excluding staff costs, player amortisation, and tangible depreciation",High,Primary Audited,Audited primary statutory figure.
FIN-FY2022-PLAYER-0122,2021/22,FY2022,player_amortisation,127.00,127.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2022,2023-02-20,"p. 26, Note 10",Note 10 (Intangible Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzM2OTcwMjYwNWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Annual non-cash straight-line amortisation of capitalized registration costs under IAS 38,High,Primary Audited,Audited primary statutory figure.
FIN-FY2022-PLAYER-0123,2021/22,FY2022,player_impairment,10.50,10.50,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2022,2023-02-20,"p. 26, Note 10",Note 10 (Intangible Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzM2OTcwMjYwNWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Non-cash impairment write-downs or contract termination charges on player registrations under IAS 36/38,High,Primary Audited,Audited primary statutory figure.
FIN-FY2022-DEPREC-0124,2021/22,FY2022,depreciation,15.20,15.20,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2022,2023-02-20,"p. 25, Note 9",Note 9 (Tangible Fixed Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzM2OTcwMjYwNWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Annual depreciation of tangible fixed assets including Emirates Stadium and facilities under IAS 16,High,Primary Audited,Audited primary statutory figure.
FIN-FY2022-OPERAT-0125,2021/22,FY2022,operating_profit_loss,-60.70,-60.70,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2022,2023-02-20,p. 16,Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzM2OTcwMjYwNWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Statutory operating result after player amortisation and impairments but before finance costs and tax,High,Primary Audited,Audited primary statutory figure.
FIN-FY2022-NET_PR-0126,2021/22,FY2022,net_profit_loss,-45.50,-45.50,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2022,2023-02-20,p. 16,Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzM2OTcwMjYwNWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Retained profit or loss for the financial reporting year after net finance costs and taxation,High,Primary Audited,Audited primary statutory figure.
FIN-FY2022-CASH-0127,2021/22,FY2022,cash,30.00,30.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2022,2023-02-20,p. 18,Consolidated Balance Sheet,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzM2OTcwMjYwNWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Cash held at bank and short-term deposits at reporting year end under IAS 7,High,Primary Audited,Audited primary statutory figure.
FIN-FY2022-GROSS_-0128,2021/22,FY2022,gross_debt,259.80,259.80,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2022,2023-02-20,"p. 29, Note 17",Note 17 (Borrowings),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzM2OTcwMjYwNWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Total current and non-current financial borrowings (stadium bonds to 2020; KSE loan thereafter),High,Primary Audited,Audited primary statutory figure.
FIN-FY2022-NET_DE-0129,2021/22,FY2022,net_debt,229.80,229.80,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2022,2023-02-20,"p. 18 & p. 29, Note 17",Balance Sheet & Note 17,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzM2OTcwMjYwNWFkaXF6a2N4/document?format=pdf&download=0,gross_debt - cash,Gross borrowings less cash and cash equivalents at reporting date (disclosed in Note 17 / Balance Sheet),High,Primary Audited,Audited primary statutory figure.
FIN-FY2022-NET_FI-0130,2021/22,FY2022,net_finance_costs,5.20,5.20,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2022,2023-02-20,p. 16,Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzM2OTcwMjYwNWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Net finance expenses payable including bond interest, loan interest, bank charges less interest received under IFRS 9 / IAS 23",High,Primary Audited,Audited primary statutory figure.
FIN-FY2022-PROFIT-0131,2021/22,FY2022,profit_on_player_disposals,24.20,24.20,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2022,2023-02-20,p. 16,Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzM2OTcwMjYwNWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Net accounting profit on disposal/derecognition of intangible player registrations under IAS 38 (consideration less unamortised net book value). Distinct from net market transfer spending.,High,Primary Audited,Audited primary statutory figure.
FIN-FY2022-PLAYER-0132,2021/22,FY2022,player_registration_additions,143.50,143.50,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2022,2023-02-20,"p. 26, Note 10",Note 10 (Intangible Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzM2OTcwMjYwNWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Capitalized additions to intangible player registrations under IAS 38 (includes transfer fees, agent fees, signing bonuses). Distinct from headline market transfer fees.",High,Primary Audited,Audited primary statutory figure.
FIN-FY2022-PLAYER-0133,2021/22,FY2022,player_registration_nbv,235.10,235.10,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2022,2023-02-20,"p. 26, Note 10",Note 10 (Intangible Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzM2OTcwMjYwNWFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Carrying balance sheet value of intangible player registrations at reporting date under IAS 38,High,Primary Audited,Audited primary statutory figure.
FIN-FY2023-FOOTBA-0134,2022/23,FY2023,football_turnover,464.60,464.60,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2023,2024-02-26,"p. 20, Note 1",Note 1 (Turnover),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQxMjE5NjQ0MGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Turnover generated strictly from football activities excluding property development,High,Primary Audited,Total turnover includes £2.40m ancillary property income; football turnover is £464.60m.
FIN-FY2023-TOTAL_-0135,2022/23,FY2023,total_turnover,467.00,467.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2023,2024-02-26,"p. 20, Note 1",Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQxMjE5NjQ0MGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Consolidated Group revenue including football operations and legacy property development,High,Primary Audited,Total turnover includes £2.40m ancillary property income; football turnover is £464.60m.
FIN-FY2023-BROADC-0136,2022/23,FY2023,broadcast_revenue,191.20,191.20,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2023,2024-02-26,"p. 20, Note 1",Note 1 (Turnover),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQxMjE5NjQ0MGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Distributions from Premier League domestic/overseas TV contracts and UEFA competition rights,High,Primary Audited,Audited primary statutory figure.
FIN-FY2023-COMMER-0137,2022/23,FY2023,commercial_revenue,169.30,169.30,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2023,2024-02-26,"p. 20, Note 1",Note 1 (Turnover),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQxMjE5NjQ0MGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Revenue from sponsorships, partnerships, merchandising, retail, licensing and stadium tours",High,Primary Audited,Audited primary statutory figure.
FIN-FY2023-MATCHD-0138,2022/23,FY2023,matchday_revenue,102.60,102.60,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2023,2024-02-26,"p. 20, Note 1",Note 1 (Turnover),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQxMjE5NjQ0MGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Ticket sales, gate receipts, club level hospitality and matchday cup receipts",High,Primary Audited,Audited primary statutory figure.
FIN-FY2023-STAFF_-0139,2022/23,FY2023,staff_costs,234.80,234.80,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2023,2024-02-26,"p. 21, Note 3",Note 3 (Employees and Directors),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQxMjE5NjQ0MGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Total group employment expenditure across all playing, coaching, administrative, executive, and operational staff under IAS 19. Does not isolate first-team player wages.",High,Primary Audited,Audited primary statutory figure.
FIN-FY2023-OPERAT-0140,2022/23,FY2023,operating_expenses,72.50,72.50,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2023,2024-02-26,"p. 20, Note 2",Note 2 (Operating Expenses),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQxMjE5NjQ0MGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Other operating charges excluding staff costs, player amortisation, and tangible depreciation",High,Primary Audited,Audited primary statutory figure.
FIN-FY2023-PLAYER-0141,2022/23,FY2023,player_amortisation,157.00,157.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2023,2024-02-26,"p. 26, Note 10",Note 10 (Intangible Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQxMjE5NjQ0MGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Annual non-cash straight-line amortisation of capitalized registration costs under IAS 38,High,Primary Audited,Audited primary statutory figure.
FIN-FY2023-PLAYER-0142,2022/23,FY2023,player_impairment,0.00,0.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2023,2024-02-26,"p. 26, Note 10",Note 10 (Intangible Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQxMjE5NjQ0MGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Non-cash impairment write-downs or contract termination charges on player registrations under IAS 36/38,High,Primary Audited,Audited primary statutory figure.
FIN-FY2023-DEPREC-0143,2022/23,FY2023,depreciation,15.40,15.40,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2023,2024-02-26,"p. 25, Note 9",Note 9 (Tangible Fixed Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQxMjE5NjQ0MGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Annual depreciation of tangible fixed assets including Emirates Stadium and facilities under IAS 16,High,Primary Audited,Audited primary statutory figure.
FIN-FY2023-OPERAT-0144,2022/23,FY2023,operating_profit_loss,-55.00,-55.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2023,2024-02-26,p. 16,Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQxMjE5NjQ0MGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Statutory operating result after player amortisation and impairments but before finance costs and tax,High,Primary Audited,Audited primary statutory figure.
FIN-FY2023-NET_PR-0145,2022/23,FY2023,net_profit_loss,-52.10,-52.10,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2023,2024-02-26,p. 16,Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQxMjE5NjQ0MGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Retained profit or loss for the financial reporting year after net finance costs and taxation,High,Primary Audited,Audited primary statutory figure.
FIN-FY2023-CASH-0146,2022/23,FY2023,cash,42.80,42.80,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2023,2024-02-26,p. 18,Consolidated Balance Sheet,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQxMjE5NjQ0MGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Cash held at bank and short-term deposits at reporting year end under IAS 7,High,Primary Audited,Audited primary statutory figure.
FIN-FY2023-GROSS_-0147,2022/23,FY2023,gross_debt,260.00,260.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2023,2024-02-26,"p. 29, Note 17",Note 17 (Borrowings),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQxMjE5NjQ0MGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Total current and non-current financial borrowings (stadium bonds to 2020; KSE loan thereafter),High,Primary Audited,Audited primary statutory figure.
FIN-FY2023-NET_DE-0148,2022/23,FY2023,net_debt,217.20,217.20,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2023,2024-02-26,"p. 18 & p. 29, Note 17",Balance Sheet & Note 17,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQxMjE5NjQ0MGFkaXF6a2N4/document?format=pdf&download=0,gross_debt - cash,Gross borrowings less cash and cash equivalents at reporting date (disclosed in Note 17 / Balance Sheet),High,Primary Audited,Audited primary statutory figure.
FIN-FY2023-NET_FI-0149,2022/23,FY2023,net_finance_costs,6.10,6.10,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2023,2024-02-26,p. 16,Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQxMjE5NjQ0MGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Net finance expenses payable including bond interest, loan interest, bank charges less interest received under IFRS 9 / IAS 23",High,Primary Audited,Audited primary statutory figure.
FIN-FY2023-PROFIT-0150,2022/23,FY2023,profit_on_player_disposals,10.70,10.70,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2023,2024-02-26,p. 16,Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQxMjE5NjQ0MGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Net accounting profit on disposal/derecognition of intangible player registrations under IAS 38 (consideration less unamortised net book value). Distinct from net market transfer spending.,High,Primary Audited,Audited primary statutory figure.
FIN-FY2023-PLAYER-0151,2022/23,FY2023,player_registration_additions,167.30,167.30,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2023,2024-02-26,"p. 26, Note 10",Note 10 (Intangible Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQxMjE5NjQ0MGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Capitalized additions to intangible player registrations under IAS 38 (includes transfer fees, agent fees, signing bonuses). Distinct from headline market transfer fees.",High,Primary Audited,Audited primary statutory figure.
FIN-FY2023-PLAYER-0152,2022/23,FY2023,player_registration_nbv,245.40,245.40,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2023,2024-02-26,"p. 26, Note 10",Note 10 (Intangible Assets),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQxMjE5NjQ0MGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Carrying balance sheet value of intangible player registrations at reporting date under IAS 38,High,Primary Audited,Audited primary statutory figure.
FIN-FY2024-FOOTBA-0153,2023/24,FY2024,football_turnover,616.00,616.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2024,2025-02-21,"p. 21, Note 1",Note 1 (Turnover),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQ1NTk1NjAxMGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Turnover generated strictly from football activities excluding property development,High,Primary Audited,Property turnover is zero; 100% football turnover.
FIN-FY2024-TOTAL_-0154,2023/24,FY2024,total_turnover,616.00,616.00,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2024,2025-02-21,"p. 21, Note 1",Consolidated Profit and Loss Account,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQ1NTk1NjAxMGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Consolidated Group revenue including football operations and legacy property development,High,Primary Audited,Property turnover is zero; 100% football turnover.
FIN-FY2024-BROADC-0155,2023/24,FY2024,broadcast_revenue,261.80,261.80,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2024,2025-02-21,"p. 21, Note 1",Note 1 (Turnover),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQ1NTk1NjAxMGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),Distributions from Premier League domestic/overseas TV contracts and UEFA competition rights,High,Primary Audited,Audited primary statutory figure.
FIN-FY2024-COMMER-0156,2023/24,FY2024,commercial_revenue,217.60,217.60,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2024,2025-02-21,"p. 21, Note 1",Note 1 (Turnover),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQ1NTk1NjAxMGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Revenue from sponsorships, partnerships, merchandising, retail, licensing and stadium tours",High,Primary Audited,Audited primary statutory figure.
FIN-FY2024-MATCHD-0157,2023/24,FY2024,matchday_revenue,131.60,131.60,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2024,2025-02-21,"p. 21, Note 1",Note 1 (Turnover),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQ1NTk1NjAxMGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Ticket sales, gate receipts, club level hospitality and matchday cup receipts",High,Primary Audited,Audited primary statutory figure.
FIN-FY2024-STAFF_-0158,2023/24,FY2024,staff_costs,327.90,327.90,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2024,2025-02-21,"p. 22, Note 3",Note 3 (Employees and Directors),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQ1NTk1NjAxMGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Total group employment expenditure across all playing, coaching, administrative, executive, and operational staff under IAS 19. Does not isolate first-team player wages.",High,Primary Audited,Audited primary statutory figure.
FIN-FY2024-OPERAT-0159,2023/24,FY2024,operating_expenses,88.50,88.50,GBP millions,Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2024,2025-02-21,"p. 21, Note 2",Note 2 (Operating Expenses),https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQ1NTk1NjAxMGFkaXF6a2N4/document?format=pdf&download=0,None (Directly Reported in £m),"Other operating charges excluding staff costs, player amortisation, and tangible depreciation",High,Primary Audited,Audited primary statutory figure.
